,state,gender,customer_lifetime_value,number_of_open_complaints,response,coverage,education,effective_to_date,employmentstatus,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,region_mapped,month,date
5993,Nevada,M,52811.49112,0.0,No,Basic,Bachelor,2011-01-08,Unemployed,0.0,Suburban,Married,182,8.0,70,2,Corporate Auto,Corporate L2,Offer2,Agent,873.6,Luxury Car,Small,0,central,January,2011-01-08
5994,California,F,2675.029491,1.0,No,Basic,Master,2011-02-01,Employed,55479.0,Rural,Single,68,5.0,7,1,Personal Auto,Personal L2,Offer2,Branch,117.964245,Four-Door Car,Medsize,0,west_region,February,2011-02-01
5995,Washington,M,2322.572562,0.0,No,Basic,High School or Below,2011-02-10,Unemployed,0.0,Suburban,Single,63,8.0,87,1,Corporate Auto,Corporate L3,Offer1,Agent,453.6,Four-Door Car,Medsize,0,east,February,2011-02-10
5996,0,M,12731.95161,0.0,0,Basic,Doctor,2011-01-14,Employed,40870.0,Suburban,Married,105,3.0,56,2,Corporate Auto,Corporate L3,Offer1,Agent,504.0,SUV,Large,0,0,January,2011-01-14
5997,Nevada,F,4515.445404,0.0,No,Premium,Bachelor,2011-02-17,Employed,21500.0,Rural,Divorced,115,14.0,44,1,Corporate Auto,Corporate L3,Offer3,Agent,39.292196,Four-Door Car,Medsize,A,central,February,2011-02-17
5998,California,M,3588.926491,0.0,No,Basic,College,2011-01-18,Unemployed,0.0,Suburban,Single,106,20.0,51,1,Personal Auto,Personal L2,Offer3,Agent,763.2,SUV,Medsize,0,west_region,January,2011-01-18
5999,Oregon,F,30286.68586,1.0,No,Basic,High School or Below,2011-02-14,Disabled,27587.0,Rural,Divorced,103,14.0,34,2,Corporate Auto,Corporate L3,Offer1,Call Center,241.141192,0,0,A,north_west,February,2011-02-14
6000,0,F,13736.1325,0.0,0,Premium,Master,2011-02-13,Disabled,16181.0,Suburban,Divorced,181,22.0,79,8,Personal Auto,Personal L3,Offer1,Web,1261.319869,SUV,Medsize,0,0,February,2011-02-13
6001,Arizona,F,4876.469668,0.0,No,Basic,High School or Below,2011-01-27,Unemployed,0.0,Suburban,Married,66,15.0,56,3,Corporate Auto,Corporate L2,Offer2,Branch,316.8,Two-Door Car,Medsize,0,central,January,2011-01-27
6002,California,M,10536.07798,1.0,No,Extended,High School or Below,2011-02-20,Employed,92983.0,Rural,Married,87,9.0,77,2,Corporate Auto,Corporate L3,Offer1,Agent,153.205591,Four-Door Car,Medsize,0,west_region,February,2011-02-20
6003,Oregon,M,9816.528302,0.0,Yes,Basic,College,2011-01-28,Employed,37256.0,Rural,Married,62,15.0,7,2,Personal Auto,Personal L1,Offer1,Branch,128.969729,Four-Door Car,Medsize,A,north_west,January,2011-01-28
6004,Washington,M,4112.625047,3.0,No,Basic,High School or Below,2011-01-01,Unemployed,0.0,Suburban,Single,71,16.0,90,9,Personal Auto,Personal L2,Offer1,Agent,569.761582,0,0,0,east,January,2011-01-01
6005,Nevada,M,4110.620178,0.0,No,Basic,High School or Below,2011-01-03,Employed,31842.0,Urban,Single,108,7.0,31,1,Special Auto,Special L3,Offer4,Agent,406.348084,SUV,Small,A,central,January,2011-01-03
6006,California,M,6532.010543,1.0,No,Extended,College,2011-01-25,Employed,24919.0,Suburban,Married,84,21.0,2,5,Personal Auto,Personal L3,Offer2,Call Center,420.420755,Four-Door Car,Small,0,west_region,January,2011-01-25
6007,Arizona,F,7431.664369,0.0,No,Extended,Bachelor,2011-01-15,Employed,27688.0,Suburban,Married,92,8.0,86,9,Personal Auto,Personal L3,Offer1,Agent,572.352362,Four-Door Car,Small,0,central,January,2011-01-15
6008,Oregon,F,4912.025292,0.0,No,Basic,Bachelor,2011-01-24,Unemployed,0.0,Suburban,Single,66,23.0,38,4,Personal Auto,Personal L2,Offer1,Branch,668.158687,Four-Door Car,Medsize,0,north_west,January,2011-01-24
6009,California,M,11885.96797,0.0,No,Basic,High School or Below,2011-02-07,Unemployed,0.0,Suburban,Married,105,15.0,20,2,Personal Auto,Personal L3,Offer3,Agent,756.0,SUV,Medsize,A,west_region,February,2011-02-07
6010,0,M,6782.556454,0.0,0,Extended,High School or Below,2011-02-22,Employed,26116.0,Suburban,Married,85,6.0,58,3,Personal Auto,Personal L3,Offer4,Agent,612.0,Four-Door Car,Medsize,A,0,February,2011-02-22
6011,Oregon,F,5980.846151,0.0,No,Extended,College,2011-02-17,Employed,22946.0,Suburban,Married,76,18.0,72,8,Personal Auto,Personal L3,Offer2,Agent,377.350433,Four-Door Car,Large,A,north_west,February,2011-02-17
6012,Oregon,F,9045.111945,0.0,No,Premium,Master,2011-01-06,Employed,52572.0,Urban,Divorced,113,30.0,22,3,Personal Auto,Personal L2,Offer1,Agent,441.623031,Four-Door Car,Medsize,0,north_west,January,2011-01-06
6013,California,F,4867.378203,0.0,No,Basic,Doctor,2011-01-04,Disabled,20123.0,Suburban,Married,63,7.0,47,3,Personal Auto,Personal L1,Offer2,Call Center,302.4,Four-Door Car,Medsize,0,west_region,January,2011-01-04
6014,California,F,9470.063102,1.0,No,Extended,College,2011-02-26,Employed,46530.0,Rural,Married,80,12.0,46,2,Corporate Auto,Corporate L2,Offer1,Agent,118.556928,Four-Door Car,Medsize,0,west_region,February,2011-02-26
6015,0,M,5601.138061,0.0,0,Basic,High School or Below,2011-01-05,Employed,42360.0,Rural,Single,71,29.0,62,8,Corporate Auto,Corporate L3,Offer1,Branch,99.509191,Four-Door Car,Medsize,0,0,January,2011-01-05
6016,Oregon,F,2623.31543,0.0,No,Basic,Bachelor,2011-02-06,Employed,80210.0,Rural,Divorced,65,30.0,28,1,Corporate Auto,Corporate L3,Offer1,Agent,20.543176,Four-Door Car,Medsize,0,north_west,February,2011-02-06
6017,Washington,F,15950.01951,1.0,No,Extended,College,2011-01-10,Unemployed,0.0,Rural,Married,87,10.0,55,2,Personal Auto,Personal L2,Offer2,Web,46.041452,Two-Door Car,Medsize,0,east,January,2011-01-10
6018,Oregon,F,2927.516316,0.0,No,Basic,College,2011-02-23,Employed,20852.0,Suburban,Married,73,8.0,6,1,Personal Auto,Personal L3,Offer3,Branch,383.789732,0,0,0,north_west,February,2011-02-23
6019,California,M,7320.98824,0.0,No,Basic,College,2011-01-09,Employed,99722.0,Suburban,Single,61,6.0,48,2,Personal Auto,Personal L3,Offer4,Call Center,292.8,Four-Door Car,Small,A,west_region,January,2011-01-09
6020,Oregon,F,2953.617963,2.0,No,Basic,Doctor,2011-02-16,Employed,76474.0,Suburban,Married,74,4.0,79,1,Personal Auto,Personal L2,Offer4,Web,355.2,Four-Door Car,Small,0,north_west,February,2011-02-16
6021,Oregon,F,2935.838245,0.0,No,Extended,College,2011-02-06,Unemployed,0.0,Suburban,Single,82,11.0,35,1,Personal Auto,Personal L3,Offer1,Web,590.4,Four-Door Car,Medsize,0,north_west,February,2011-02-06
6022,Washington,F,8257.666512,0.0,Yes,Basic,Bachelor,2011-01-12,Disabled,23815.0,Suburban,Married,73,4.0,47,2,Personal Auto,Personal L1,Offer2,Call Center,424.330166,Four-Door Car,Medsize,A,east,January,2011-01-12
6023,Nevada,F,13770.97618,0.0,Yes,Premium,High School or Below,2011-02-01,Employed,59207.0,Suburban,Single,116,23.0,21,2,Personal Auto,Personal L1,Offer1,Agent,556.8,Four-Door Car,Medsize,0,central,February,2011-02-01
6024,Oregon,M,14246.14841,0.0,No,Extended,High School or Below,2011-02-02,Unemployed,0.0,Suburban,Single,207,13.0,68,6,Personal Auto,Personal L3,Offer2,Agent,1490.4,Luxury Car,Small,0,north_west,February,2011-02-02
6025,Arizona,F,5678.050167,0.0,Yes,Extended,Bachelor,2011-01-19,Unemployed,0.0,Suburban,Married,76,8.0,44,3,Personal Auto,Personal L1,Offer2,Agent,364.8,Four-Door Car,Small,A,central,January,2011-01-19
6026,California,F,19231.77266,0.0,No,Premium,Master,2011-02-19,Employed,99772.0,Rural,Married,158,10.0,38,2,Corporate Auto,Corporate L2,Offer2,Branch,51.902587,SUV,Medsize,0,west_region,February,2011-02-19
6027,Arizona,F,7296.493236,0.0,No,Basic,College,2011-01-01,Unemployed,0.0,Suburban,Divorced,67,29.0,88,2,Personal Auto,Personal L1,Offer1,Web,321.6,Two-Door Car,Medsize,A,central,January,2011-01-01
6028,California,F,39365.29616,0.0,No,Basic,Master,2011-01-14,Employed,99875.0,Rural,Divorced,108,12.0,37,2,Personal Auto,Personal L3,Offer3,Call Center,114.972914,SUV,Medsize,0,west_region,January,2011-01-14
6029,Oregon,F,13352.56134,0.0,No,Premium,College,2011-02-07,Unemployed,0.0,Suburban,Married,119,15.0,65,2,Personal Auto,Personal L2,Offer1,Agent,729.595208,Four-Door Car,Medsize,A,north_west,February,2011-02-07
6030,California,M,6847.588918,0.0,No,Basic,Bachelor,2011-01-14,Unemployed,0.0,Suburban,Married,191,2.0,70,1,Personal Auto,Personal L3,Offer2,Web,1317.008182,Luxury SUV,Medsize,0,west_region,January,2011-01-14
6031,Arizona,M,4834.397455,0.0,No,Basic,Bachelor,2011-02-09,Disabled,11698.0,Suburban,Married,65,4.0,38,3,Personal Auto,Personal L2,Offer2,Branch,468.0,Four-Door Car,Large,A,central,February,2011-02-09
6032,California,F,10288.92495,0.0,No,Extended,Bachelor,2011-01-15,Employed,96337.0,Suburban,Married,127,19.0,12,3,Personal Auto,Personal L2,Offer3,Branch,609.6,SUV,Medsize,0,west_region,January,2011-01-15
6033,Arizona,M,2444.621056,0.0,No,Basic,High School or Below,2011-02-10,Unemployed,0.0,Suburban,Married,66,27.0,51,1,Corporate Auto,Corporate L2,Offer3,Branch,316.8,Four-Door Car,Large,0,central,February,2011-02-10
6034,California,M,2469.088506,0.0,No,Basic,Bachelor,2011-01-23,Unemployed,0.0,Suburban,Single,71,10.0,20,1,Corporate Auto,Corporate L3,Offer1,Branch,484.87847,Four-Door Car,Medsize,A,west_region,January,2011-01-23
6035,California,F,4167.419574,0.0,No,Basic,Bachelor,2011-02-03,Employed,56901.0,Suburban,Married,104,29.0,82,1,Personal Auto,Personal L2,Offer1,Agent,499.2,SUV,Small,0,west_region,February,2011-02-03
6036,California,M,2514.282096,0.0,No,Basic,High School or Below,2011-02-07,Employed,24744.0,Suburban,Divorced,65,1.0,0,1,Personal Auto,Personal L3,Offer4,Call Center,312.0,Four-Door Car,Medsize,0,west_region,February,2011-02-07
6037,California,F,5029.671927,0.0,No,Basic,College,2011-01-02,Employed,62271.0,Rural,Married,63,30.0,52,3,Personal Auto,Personal L3,Offer4,Agent,25.478179,Four-Door Car,Medsize,A,west_region,January,2011-01-02
6038,Washington,F,6933.335325,1.0,No,Basic,Bachelor,2011-01-10,Unemployed,0.0,Suburban,Single,70,19.0,66,2,Personal Auto,Personal L3,Offer2,Agent,504.0,Four-Door Car,Medsize,A,east,January,2011-01-10
6039,California,F,5908.7518,0.0,No,Basic,High School or Below,2011-02-08,Employed,71401.0,Urban,Married,73,15.0,82,3,Personal Auto,Personal L3,Offer4,Agent,287.332253,Four-Door Car,Medsize,0,west_region,February,2011-02-08
6040,Arizona,F,9988.787618,0.0,No,Extended,Master,2011-02-27,Employed,33157.0,Rural,Married,124,28.0,58,3,Personal Auto,Personal L3,Offer2,Agent,286.003968,SUV,Medsize,A,central,February,2011-02-27
6041,Oregon,M,10171.47779,0.0,No,Extended,Master,2011-01-05,Employed,74243.0,Rural,Married,84,34.0,2,2,Corporate Auto,Corporate L2,Offer4,Call Center,71.311211,Four-Door Car,Medsize,0,north_west,January,2011-01-05
6042,Oregon,F,8679.838135,0.0,No,Premium,Bachelor,2011-01-04,Employed,52717.0,Rural,Married,109,5.0,60,8,Corporate Auto,Corporate L2,Offer3,Agent,60.151529,0,0,0,north_west,January,2011-01-04
6043,0,F,4132.58858,1.0,0,Basic,College,2011-01-31,Unemployed,0.0,Suburban,Single,63,4.0,55,3,Personal Auto,Personal L3,Offer1,Agent,453.6,Four-Door Car,Medsize,0,0,January,2011-01-31
6044,Nevada,F,2568.843396,3.0,No,Basic,Bachelor,2011-01-28,Medical Leave,11167.0,Suburban,Married,73,0.0,99,1,Personal Auto,Personal L3,Offer2,Branch,350.4,Two-Door Car,Medsize,A,central,January,2011-01-28
6045,Washington,M,8693.995589,0.0,No,Basic,Bachelor,2011-01-01,Employed,48893.0,Suburban,Married,110,9.0,26,3,Personal Auto,Personal L3,Offer1,Branch,787.88953,SUV,Medsize,A,east,January,2011-01-01
6046,California,M,4974.801539,3.0,Yes,Basic,Bachelor,2011-01-18,Employed,75644.0,Suburban,Divorced,65,5.0,68,9,Personal Auto,Personal L2,Offer2,Branch,467.803638,Two-Door Car,Medsize,A,west_region,January,2011-01-18
6047,Nevada,F,29091.23936,0.0,No,Extended,Bachelor,2011-02-18,Employed,34226.0,Rural,Married,244,29.0,22,2,Personal Auto,Personal L3,Offer1,Agent,494.395024,Luxury SUV,Small,A,central,February,2011-02-18
6048,California,M,5574.618901,0.0,No,Basic,College,2011-02-15,Employed,20075.0,Suburban,Married,71,0.0,28,3,Personal Auto,Personal L2,Offer1,Agent,371.679189,Four-Door Car,Small,A,west_region,February,2011-02-15
6049,Nevada,F,16224.54182,1.0,No,Extended,High School or Below,2011-02-13,Employed,32184.0,Rural,Married,136,14.0,91,2,Personal Auto,Personal L2,Offer1,Branch,266.146673,SUV,Medsize,0,central,February,2011-02-13
6050,Arizona,M,3885.456401,0.0,Yes,Premium,College,2011-02-28,Unemployed,0.0,Suburban,Married,105,3.0,92,1,Personal Auto,Personal L2,Offer1,Branch,504.0,Four-Door Car,Large,A,central,February,2011-02-28
6051,California,F,16464.36587,0.0,No,Basic,Bachelor,2011-02-09,Employed,27760.0,Urban,Married,104,13.0,71,2,Personal Auto,Personal L2,Offer1,Web,302.764283,SUV,Small,0,west_region,February,2011-02-09
6052,Oregon,M,7329.889139,0.0,No,Basic,College,2011-01-31,Unemployed,0.0,Suburban,Single,108,26.0,94,4,Personal Auto,Personal L1,Offer1,Branch,518.4,Sports Car,Small,A,north_west,January,2011-01-31
6053,Oregon,M,10272.6082,0.0,No,Extended,College,2011-01-01,Employed,60145.0,Urban,Single,132,8.0,28,3,Personal Auto,Personal L3,Offer3,Web,580.473259,SUV,Medsize,A,north_west,January,2011-01-01
6054,Washington,M,7556.24034,1.0,No,Extended,High School or Below,2011-02-12,Employed,35257.0,Suburban,Divorced,98,16.0,2,8,Corporate Auto,Corporate L2,Offer2,Web,470.4,Four-Door Car,Small,A,east,February,2011-02-12
6055,Oregon,M,2491.317024,0.0,Yes,Basic,Doctor,2011-01-29,Employed,36631.0,Rural,Divorced,62,30.0,77,1,Corporate Auto,Corporate L1,Offer1,Agent,67.530904,Four-Door Car,Large,A,north_west,January,2011-01-29
6056,Arizona,F,7974.390276,0.0,No,Basic,High School or Below,2011-02-28,Unemployed,0.0,Suburban,Single,109,5.0,64,4,Personal Auto,Personal L3,Offer1,Web,523.2,SUV,Medsize,A,central,February,2011-02-28
6057,Arizona,M,13270.9446,0.0,No,Basic,College,2011-01-24,Employed,28727.0,Urban,Married,113,15.0,42,2,Corporate Auto,Corporate L1,Offer4,Branch,350.877502,SUV,Medsize,0,central,January,2011-01-24
6058,Nevada,F,4573.998134,0.0,No,Extended,High School or Below,2011-01-05,Unemployed,0.0,Suburban,Single,127,22.0,53,1,Special Auto,Special L2,Offer1,Agent,914.4,Sports Car,Small,0,central,January,2011-01-05
6059,Arizona,F,2872.669164,1.0,No,Basic,Bachelor,2011-01-05,Employed,79681.0,Rural,Single,73,4.0,93,1,Personal Auto,Personal L3,Offer2,Agent,9.160139,Four-Door Car,Medsize,0,central,January,2011-01-05
6060,Oregon,F,6071.907243,0.0,No,Extended,High School or Below,2011-02-05,Retired,12201.0,Suburban,Divorced,84,14.0,63,4,Corporate Auto,Corporate L3,Offer1,Branch,604.8,Four-Door Car,Medsize,A,north_west,February,2011-02-05
6061,Arizona,M,6334.466403,0.0,No,Basic,Bachelor,2011-01-17,Unemployed,0.0,Suburban,Single,63,1.0,21,2,Personal Auto,Personal L1,Offer1,Branch,302.4,Four-Door Car,Medsize,A,central,January,2011-01-17
6062,Oregon,F,12550.88198,0.0,No,Premium,Bachelor,2011-02-22,Employed,22234.0,Suburban,Divorced,160,0.0,92,3,Personal Auto,Personal L3,Offer1,Agent,768.0,SUV,Medsize,0,north_west,February,2011-02-22
6063,California,M,9707.647552,0.0,No,Extended,College,2011-01-13,Employed,30430.0,Suburban,Single,86,6.0,77,2,Special Auto,Special L3,Offer4,Web,425.662574,Four-Door Car,Small,0,west_region,January,2011-01-13
6064,California,M,16504.96173,0.0,No,Basic,High School or Below,2011-02-21,Employed,42148.0,Urban,Married,104,4.0,29,2,Personal Auto,Personal L1,Offer3,Branch,366.978793,SUV,Small,0,west_region,February,2011-02-21
6065,California,M,5644.474853,0.0,No,Basic,Bachelor,2011-02-09,Employed,33137.0,Suburban,Single,74,16.0,8,4,Personal Auto,Personal L2,Offer3,Web,472.500375,Two-Door Car,Medsize,0,west_region,February,2011-02-09
6066,Washington,F,17966.28765,0.0,No,Basic,High School or Below,2011-02-23,Unemployed,0.0,Suburban,Single,70,15.0,44,2,Personal Auto,Personal L3,Offer2,Agent,504.0,Four-Door Car,Medsize,0,east,February,2011-02-23
6067,Arizona,M,7019.177186,0.0,Yes,Basic,College,2011-01-23,Retired,26806.0,Suburban,Married,63,32.0,19,2,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,Medsize,A,central,January,2011-01-23
6068,0,F,5138.244998,0.0,0,Basic,Bachelor,2011-01-08,Employed,72264.0,Urban,Married,64,2.0,66,9,Corporate Auto,Corporate L3,Offer3,Web,272.649844,Four-Door Car,Medsize,0,0,January,2011-01-08
6069,Arizona,M,15797.98978,0.0,No,Basic,Master,2011-02-25,Employed,35754.0,Urban,Married,199,21.0,54,3,Personal Auto,Personal L3,Offer3,Agent,612.973779,Luxury Car,Medsize,A,central,February,2011-02-25
6070,Nevada,M,9816.528302,0.0,Yes,Basic,College,2011-01-28,Employed,37256.0,Rural,Married,62,15.0,7,2,Personal Auto,Personal L3,Offer1,Branch,128.969729,0,0,0,central,January,2011-01-28
6071,California,M,5871.175279,0.0,No,Extended,Bachelor,2011-01-26,Employed,33967.0,Suburban,Divorced,76,0.0,60,8,Personal Auto,Personal L1,Offer2,Agent,364.8,0,0,A,west_region,January,2011-01-26
6072,Oregon,M,14050.17358,1.0,No,Basic,Master,2011-01-10,Unemployed,0.0,Suburban,Married,73,8.0,71,2,Corporate Auto,Corporate L1,Offer3,Branch,350.4,Four-Door Car,Small,0,north_west,January,2011-01-10
6073,Nevada,M,3387.77901,2.0,No,Extended,Bachelor,2011-01-29,Employed,23156.0,Suburban,Married,88,9.0,6,1,Special Auto,Special L2,Offer4,Agent,422.4,Four-Door Car,Medsize,A,central,January,2011-01-29
6074,California,F,3732.305945,1.0,No,Extended,High School or Below,2011-02-26,Employed,75774.0,Suburban,Married,92,30.0,55,1,Corporate Auto,Corporate L2,Offer2,Web,441.6,Four-Door Car,Medsize,A,west_region,February,2011-02-26
6075,California,M,5229.741907,0.0,No,Basic,Bachelor,2011-02-27,Employed,77357.0,Rural,Single,67,24.0,38,8,Personal Auto,Personal L2,Offer3,Web,29.884537,Four-Door Car,Medsize,0,west_region,February,2011-02-27
6076,Arizona,M,4861.369008,0.0,No,Basic,High School or Below,2011-01-14,Employed,36305.0,Suburban,Married,61,19.0,61,9,Personal Auto,Personal L1,Offer4,Branch,292.8,Four-Door Car,Small,0,central,January,2011-01-14
6077,California,M,3890.964154,0.0,No,Extended,Bachelor,2011-01-01,Employed,43578.0,Rural,Married,98,5.0,46,1,Personal Auto,Personal L1,Offer2,Agent,105.662175,Two-Door Car,Medsize,0,west_region,January,2011-01-01
6078,California,F,5204.64616,0.0,No,Basic,Bachelor,2011-02-09,Medical Leave,29406.0,Suburban,Married,68,15.0,79,6,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize,A,west_region,February,2011-02-09
6079,California,M,2616.613903,0.0,Yes,Basic,College,2011-02-25,Employed,72302.0,Suburban,Divorced,66,6.0,27,1,Personal Auto,Personal L1,Offer1,Agent,316.8,Two-Door Car,Medsize,A,west_region,February,2011-02-25
6080,Nevada,F,29297.33082,0.0,No,Basic,High School or Below,2011-02-26,Unemployed,0.0,Suburban,Single,115,22.0,65,2,Personal Auto,Personal L3,Offer2,Agent,1251.042795,SUV,Small,0,central,February,2011-02-26
6081,Washington,F,9388.162927,0.0,No,Extended,High School or Below,2011-01-20,Employed,75264.0,Urban,Married,78,24.0,92,2,Personal Auto,Personal L3,Offer2,Web,343.340301,Four-Door Car,Medsize,A,east,January,2011-01-20
6082,Arizona,M,6382.583452,0.0,No,Extended,High School or Below,2011-01-26,Unemployed,0.0,Suburban,Married,87,14.0,67,3,Personal Auto,Personal L3,Offer2,Web,417.6,Four-Door Car,Medsize,A,central,January,2011-01-26
6083,Oregon,F,4436.806209,0.0,No,Basic,Bachelor,2011-02-05,Employed,77609.0,Rural,Married,111,26.0,75,1,Corporate Auto,Corporate L3,Offer2,Branch,62.935952,Sports Car,Medsize,0,north_west,February,2011-02-05
6084,Oregon,F,5934.741492,1.0,No,Premium,Bachelor,2011-02-28,Employed,87747.0,Rural,Divorced,147,3.0,87,1,Personal Auto,Personal L2,Offer2,Agent,46.492039,SUV,Small,0,north_west,February,2011-02-28
6085,Oregon,M,7796.000083,0.0,No,Basic,High School or Below,2011-02-03,Employed,32169.0,Urban,Married,199,0.0,74,1,Personal Auto,Personal L3,Offer4,Call Center,785.82348,Luxury SUV,Medsize,0,north_west,February,2011-02-03
6086,Arizona,F,8375.353929,0.0,No,Basic,Master,2011-02-15,Medical Leave,17780.0,Rural,Married,109,12.0,18,9,Personal Auto,Personal L3,Offer1,Branch,132.588288,SUV,Medsize,0,central,February,2011-02-15
6087,California,M,20216.30883,0.0,No,Basic,High School or Below,2011-01-24,Unemployed,0.0,Suburban,Married,183,6.0,16,2,Personal Auto,Personal L1,Offer3,Agent,878.4,Luxury SUV,Large,0,west_region,January,2011-01-24
6088,Nevada,F,17349.03226,0.0,No,Extended,Bachelor,2011-02-28,Unemployed,0.0,Suburban,Married,92,3.0,7,2,Personal Auto,Personal L3,Offer1,Call Center,441.6,Four-Door Car,Medsize,0,central,February,2011-02-28
6089,Arizona,M,6361.845408,0.0,No,Extended,High School or Below,2011-02-20,Unemployed,0.0,Rural,Married,88,28.0,23,4,Personal Auto,Personal L3,Offer4,Branch,110.527627,Four-Door Car,Medsize,A,central,February,2011-02-20
6090,Nevada,M,5838.89915,0.0,Yes,Basic,High School or Below,2011-01-06,Employed,81082.0,Urban,Married,73,5.0,85,4,Personal Auto,Personal L3,Offer2,Agent,281.295903,Four-Door Car,Large,0,central,January,2011-01-06
6091,Oregon,F,7255.577594,1.0,No,Extended,Doctor,2011-01-09,Employed,39786.0,Urban,Married,91,2.0,91,9,Personal Auto,Personal L2,Offer1,Web,365.835977,0,0,A,north_west,January,2011-01-09
